File,Signature,StartLine,EndLine,Suspiciousness
org.apache.commons.codec.language.Soundex,"('getMappingCode(java.lang.String,int)',)",185,197,0.7397092748646287
org.apache.commons.codec.language.Soundex,"('getSoundexMapping()',)",217,217,0.7397092748646287
org.apache.commons.codec.language.Soundex,"('map(char)',)",230,234,0.7397092748646287
org.apache.commons.codec.language.Soundex,"('soundex(java.lang.String)',)",259,281,0.7397092748646287
org.apache.commons.codec.language.Soundex,"('Soundex()',)",66,83,0.7071067811865476
org.apache.commons.codec.language.Soundex,"('<clinit>()',)",52,59,0.7071067811865476
org.apache.commons.codec.language.SoundexUtils,"('clean(java.lang.String)',)",42,56,0.6058783768999655
org.apache.commons.codec.language.Soundex,"('encode(java.lang.String)',)",167,167,0.3668705402807885
org.apache.commons.codec.language.Soundex,"('setMaxLength(int)',)",246,247,0.18569533817705186
org.apache.commons.codec.EncoderException,"('EncoderException()',)",43,44,0
org.apache.commons.codec.EncoderException,"('EncoderException(java.lang.String)',)",54,55,0
org.apache.commons.codec.EncoderException,"('EncoderException(java.lang.String,java.lang.Throwable)',)",73,74,0
org.apache.commons.codec.EncoderException,"('EncoderException(java.lang.Throwable)',)",87,88,0
org.apache.commons.codec.language.Soundex,"('Soundex(char[])',)",66,98,0
org.apache.commons.codec.language.Soundex,"('Soundex(java.lang.String)',)",66,110,0
org.apache.commons.codec.language.Soundex,"('difference(java.lang.String,java.lang.String)',)",132,132,0
org.apache.commons.codec.language.Soundex,"('encode(java.lang.Object)',)",150,153,0
org.apache.commons.codec.language.Soundex,"('getMaxLength()',)",208,208,0
org.apache.commons.codec.language.SoundexUtils,"('SoundexUtils()',)",31,31,0
org.apache.commons.codec.language.SoundexUtils,"('difference(org.apache.commons.codec.StringEncoder,java.lang.String,java.lang.String)',)",86,86,0
org.apache.commons.codec.language.SoundexUtils,"('differenceEncoded(java.lang.String,java.lang.String)',)",111,121,0
