File,Signature,StartLine,EndLine,Suspiciousness
org.apache.commons.codec.binary.Base64,"('encodeBase64String(byte[])',)",670,670,0.9733285267845753
org.apache.commons.codec.binary.StringUtils,"('newStringUtf8(byte[])',)",283,283,0.8846517369293828
org.apache.commons.codec.binary.Base64,"('encode(byte[],int,int)',)",465,525,0.8660254037844386
org.apache.commons.codec.binary.Base64,"('Base64(boolean)',)",256,257,0.7947194142390263
org.apache.commons.codec.binary.Base64,"('Base64(int,byte[],boolean)',)",332,351,0.75
org.apache.commons.codec.binary.Base64,"('encodeBase64(byte[],boolean,boolean,int)',)",821,834,0.7442084075352507
org.apache.commons.codec.binary.Base64,"('encodeBase64(byte[],boolean)',)",783,783,0.7385489458759964
org.apache.commons.codec.binary.Base64,"('getEncodeLength(byte[],int,byte[])',)",981,995,0.7385489458759964
org.apache.commons.codec.binary.Base64,"('encodeBase64(byte[],boolean,boolean)',)",801,801,0.7330166661378313
org.apache.commons.codec.binary.Base64,"('encode(byte[])',)",945,965,0.7120689949163119
org.apache.commons.codec.binary.Base64,"('isUrlSafe()',)",360,360,0.7071067811865476
org.apache.commons.codec.binary.StringUtils,"('newString(byte[],java.lang.String)',)",186,192,0.6974858324629157
org.apache.commons.codec.binary.StringUtils,"('getBytesUtf8(java.lang.String)',)",129,129,0.6561673228343177
org.apache.commons.codec.binary.Base64,"('reset()',)",1063,1069,0.6324555320336759
org.apache.commons.codec.binary.Base64,"('setInitialBuffer(byte[],int,int)',)",439,444,0.628970902033151
org.apache.commons.codec.binary.Base64,"('containsBase64Byte(byte[])',)",642,647,0.5773502691896257
org.apache.commons.codec.binary.Base64,"('isBase64(byte)',)",613,613,0.5746957711326909
org.apache.commons.codec.binary.Base64,"('<clinit>()',)",91,137,0.5669467095138409
org.apache.commons.codec.binary.StringUtils,"('getBytesUnchecked(java.lang.String,java.lang.String)',)",152,158,0.5219121480186423
org.apache.commons.codec.binary.Base64,"('resizeBuffer()',)",383,392,0.09128709291752769
org.apache.commons.codec.binary.Base64,"('readResults(byte[],int,int)',)",407,422,0.06741998624632421
org.apache.commons.codec.binary.Base64,"('avail()',)",378,378,0.06622661785325219
org.apache.commons.codec.binary.StringUtils,"('StringUtils()',)",34,34,0
org.apache.commons.codec.binary.StringUtils,"('getBytesIso8859_1(java.lang.String)',)",49,49,0
org.apache.commons.codec.binary.StringUtils,"('getBytesUsAscii(java.lang.String)',)",65,65,0
org.apache.commons.codec.binary.StringUtils,"('getBytesUtf16(java.lang.String)',)",81,81,0
org.apache.commons.codec.binary.StringUtils,"('getBytesUtf16Be(java.lang.String)',)",97,97,0
org.apache.commons.codec.binary.StringUtils,"('getBytesUtf16Le(java.lang.String)',)",113,113,0
org.apache.commons.codec.binary.StringUtils,"('newIllegalStateException(java.lang.String,java.io.UnsupportedEncodingException)',)",163,163,0
org.apache.commons.codec.binary.StringUtils,"('newStringIso8859_1(byte[])',)",208,208,0
org.apache.commons.codec.binary.StringUtils,"('newStringUsAscii(byte[])',)",223,223,0
org.apache.commons.codec.binary.StringUtils,"('newStringUtf16(byte[])',)",238,238,0
org.apache.commons.codec.binary.StringUtils,"('newStringUtf16Be(byte[])',)",253,253,0
org.apache.commons.codec.binary.StringUtils,"('newStringUtf16Le(byte[])',)",268,268,0
org.apache.commons.codec.DecoderException,"('DecoderException()',)",42,43,0
org.apache.commons.codec.DecoderException,"('DecoderException(java.lang.String)',)",53,54,0
org.apache.commons.codec.DecoderException,"('DecoderException(java.lang.String,java.lang.Throwable)',)",72,73,0
org.apache.commons.codec.DecoderException,"('DecoderException(java.lang.Throwable)',)",86,87,0
org.apache.commons.codec.EncoderException,"('EncoderException()',)",44,45,0
org.apache.commons.codec.EncoderException,"('EncoderException(java.lang.String)',)",55,56,0
org.apache.commons.codec.EncoderException,"('EncoderException(java.lang.String,java.lang.Throwable)',)",74,75,0
org.apache.commons.codec.EncoderException,"('EncoderException(java.lang.Throwable)',)",88,89,0
org.apache.commons.codec.binary.Base64,"('Base64()',)",237,238,0
org.apache.commons.codec.binary.Base64,"('Base64(int)',)",278,279,0
org.apache.commons.codec.binary.Base64,"('Base64(int,byte[])',)",304,305,0
