File,Signature,StartLine,EndLine,Suspiciousness
com.google.gson.stream.JsonWriter,"('value(double)',)",494,500,1.3062112081736077
com.google.gson.stream.JsonWriter,"('writeDeferredName()',)",400,405,0.22876499809930734
com.google.gson.stream.JsonWriter,"('push(int)',)",354,360,0.2176428750330035
com.google.gson.stream.JsonWriter,"('JsonWriter(java.io.Writer)',)",167,202,0.18862382502860303
com.google.gson.stream.JsonWriter,"('<clinit>()',)",145,162,0.14509525002200233
com.google.gson.stream.JsonWriter,"('setLenient(boolean)',)",235,236,0.1390386357939287
com.google.gson.stream.JsonWriter,"('peek()',)",366,369,0.08944336489896841
com.google.gson.stream.JsonWriter,"('beforeValue()',)",629,658,0.08721037577975496
com.google.gson.stream.JsonWriter,"('value(java.lang.Number)',)",523,535,0.06942784039329478
com.google.gson.stream.JsonWriter,"('replaceTop(int)',)",376,377,0.06085806194501846
com.google.gson.stream.JsonWriter,"('beginArray()',)",287,288,0.05031546054266276
com.google.gson.stream.JsonWriter,"('open(int,java.lang.String)',)",325,328,0.035190767153889344
com.google.gson.stream.JsonWriter,"('setSerializeNulls(boolean)',)",269,270,0.031943828249996996
com.google.gson.stream.JsonWriter,"('setHtmlSafe(boolean)',)",253,254,0.016074760739013736
com.google.gson.stream.JsonWriter,"('isHtmlSafe()',)",261,261,0.016074760739013736
com.google.gson.stream.JsonWriter,"('getSerializeNulls()',)",277,277,0.016033384194871644
com.google.gson.stream.JsonWriter,"('isLenient()',)",242,242,0.016012815380508715
com.google.gson.stream.JsonWriter,"('setIndent(java.lang.String)',)",213,220,0.0
com.google.gson.stream.JsonWriter,"('endArray()',)",297,297,0.0
com.google.gson.stream.JsonWriter,"('beginObject()',)",307,308,0.0
com.google.gson.stream.JsonWriter,"('endObject()',)",317,317,0.0
com.google.gson.stream.JsonWriter,"('close(int,int,java.lang.String)',)",337,350,0.0
com.google.gson.stream.JsonWriter,"('name(java.lang.String)',)",386,396,0.0
com.google.gson.stream.JsonWriter,"('value(java.lang.String)',)",414,420,0.0
com.google.gson.stream.JsonWriter,"('jsonValue(java.lang.String)',)",431,437,0.0
com.google.gson.stream.JsonWriter,"('nullValue()',)",446,456,0.0
com.google.gson.stream.JsonWriter,"('value(boolean)',)",465,468,0.0
com.google.gson.stream.JsonWriter,"('value(java.lang.Boolean)',)",477,483,0.0
com.google.gson.stream.JsonWriter,"('value(long)',)",509,512,0.0
com.google.gson.stream.JsonWriter,"('flush()',)",543,547,0.0
com.google.gson.stream.JsonWriter,"('close()',)",555,562,0.0
com.google.gson.stream.JsonWriter,"('string(java.lang.String)',)",565,594,0.0
com.google.gson.stream.JsonWriter,"('newline()',)",597,605,0.0
com.google.gson.stream.JsonWriter,"('beforeName()',)",612,620,0.0
